cleaned_text,,label
and trump goes cdc lies amp numbers are disappearing hashtag_cdc website bcuz trump doesn want new confirmed hashtag_coronavirus hashtag_covid unitedstates cases high cdc is atl amp nurse told us turning political bullshit make sound betterfacewithsymbolsonmouth read,UNINFORMATIVE,
on positive note hon kampyongo has acknowledged involvement upnd party covid fight amp told us will donating like stakeholders date communicated clappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghands,UNINFORMATIVE,
over month period would around deaths day with million infected or day year there is deaths covid us alone is infected way less,UNINFORMATIVE,
coronavirus death toll uk climbs people die england patients aged deaths london including london north west university healthcare nhs trust,INFORMATIVE,
there is one person americans should listening is governor cuomo policecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlightpolicecarlight needs ignored this clown opens mouth americans die hashtag_trumpliespeopledie hashtag_caronapendamic hashtag_covid hashtag_covidpandemic httpurl,UNINFORMATIVE,
justice will served are unaffected are outraged are benjamin franklin hashtag_covid hashtag_government hashtag_politics hashtag_coronacrisis hashtag_ubi hashtag_lockdown,UNINFORMATIVE,
reminder i voted elect competent prepared stateswoman named hashtag_covid hashtag_trumppressconference hashtag_trumpownseverydeath hashtag_cnntownhall httpurl,UNINFORMATIVE,
coronavirus fear cripples refugees living unsanitary camps hashtag_rohingya bangladesh there have coronavirus cases yet among million refugees fear outbreak is real httpurl mar httpurl,INFORMATIVE,
hashtag_factsnotfear infectious disease specialist dr paul schultz with norton hospital joins doug answer top questions covid httpurl,UNINFORMATIVE,
why still single accurate coronavirus death rate ambulance staff wearing protective masks suits bring patient hospital tehran iran march fatemeh bahramianadolu agency via getty images trump says covid httpurl httpurl,UNINFORMATIVE,
absolutely terrifying comparison age distributions hashtag_covid cases hashtag_italy are testing people show symptoms amp hashtag_skorea a lot yos feel fine are v contagious hashtag_covid hashtag_coronavirusupdates hashtag_coronavirus via httpurl,UNINFORMATIVE,
presumptive positive cases hashtag_coronavirus confirmed hashtag_leecounty one patient has died is treated isolation hashtag_gulfcoastmedical center httpurl patient hashtag_santarosacountyfl diagnosed with hashtag_covid also died hashtag_coronavirusflorida,INFORMATIVE,
there are cases hashtag_covid hashtag_coronavirus new jersey april bergen county has highest with cases salem county has lowest with cases people have died the first case reported new jersey days ago httpurl,INFORMATIVE,
for couple days post has circulating via internet regarding fight vs hashtag_covid hashtag_italy is authentic really hope is we must stay positive stronger ever together can fight thing may god bless italy n us hashtag_staystrongitaly httpurl,UNINFORMATIVE,
wa obos sin it will good fully recover get work like singapore gov encourage with respiratory symptoms stay home work home least days wa obos dxb see doctor n did get covid test done me ok baiklah,UNINFORMATIVE,
some crazy statebystate covid numbers nj has run tests came back positive louisiana ohio maryland alabama delaware the virus is far widespread numbers indicate we are still waaay behind testing,INFORMATIVE,
the theory annette helps prevent people are asymptomatically infected transmitting hashtag_covid unknowingly south korea amp hong kong places shown manage outbreaks successfully face masks are used widely also reduces droplets surfaces httpurl,UNINFORMATIVE,
hashtag_fakenewsbusted nagpur municipal corporation commissioner has rubbished audio clip claims nagpur has hashtag_covid patients baseless fake in nagpur patients have tested positive are treated govt hospital,INFORMATIVE,
today gov cooper is eo removed certain barriers receive unemployment benefits i applaud leadership taking action assist hit hardest negative economic impact hashtag_covidnc hashtag_coronavirus apply here benefits httpurl httpurl,UNINFORMATIVE,
green acres hashtag_coronavirus mr douglas people are dying mrs douglas less ssi recipients mr haney respirators sale httpurl,UNINFORMATIVE,
hashtag_bhutan is first case hashtag_coronavirus is hashtag_american tourist he left hashtag_washington dc february toured hashtag_india with partner going bhutan hashtag_covid hashtag_coronavirusindia httpurl,INFORMATIVE,
covid is real everyone should know ncdc are attended group high ranked individuals is case patient kwara got back uk contacted said virus try reach ncdc come pick got response,INFORMATIVE,
storm clouds horizon your friday forecast latest hashtag_coronavirus developments next news hashtag_tvnewsman hashtag_blauerpower hashtag_deskduty httpurl,UNINFORMATIVE,
the current tally vdh includes cases spread among following areas southwest central virginia including first confirmed covid cases appomattox giles counties httpurl,INFORMATIVE,
hashtag_iaffecho rt top md zip codes wmost covid are silver spring our members run calls amp montgomery county day more are testing covid positive testing fire fighters amp first responders httpurl,UNINFORMATIVE,
unbelievable us has highest number active hashtag_covid cases italy httpurl us active cases is x china httpurl,UNINFORMATIVE,
as someone recently infected with coronavirus spluttering way crap excuses should hancock wearing n hashtag_bbcqt,UNINFORMATIVE,
we received information trader joe crewmember tested positive covid the captain allegedly told crew store would remain open he asked one else get tested has said is days symptoms would have appeared anyone else had it,INFORMATIVE,
sad news my mom told one client haven hill test positive with covid haven hill is closed last friday coronavirus usa so clients are staying home stay safe healthy,INFORMATIVE,
it is inevitable health workers will die hashtag_coronavirus director royal college nursing scotland speaking deaths nurses aimee orourke amp areema nasreen had tested positive httpurl,INFORMATIVE,
march a yearold frisco man with reported travel is one new cases covid reported collin county none have underlying health conditions are isolating home this brings total number frisco cases httpurl httpurl,INFORMATIVE,
statistical factoid covid cases england have growing pretty consistent give take per day since mid march if continues everyone england will infected th may source public health england data httpurl,UNINFORMATIVE,
are pathetic donates paycheck back people every quarter fk n pathetic senate passes massive trillion coronavirus spending bill httpurl,UNINFORMATIVE,
coronavirus alert it suspected huawei office oriental hotel the chinese organization are hiding something our government need check quickly hashtag_coronavirusnigeria hashtag_fightcovid hashtag_covid many nigerians are working ooo,UNINFORMATIVE,
deaths ga had underlying conditions ga has population almost million state shut deaths million hashtag_coronavirus gov brian kemp deputizing sheriffs enforce shelterinplace order httpurl,INFORMATIVE,
